i02,e01,c1,p14,l3,14
i05,e07,c1,p14,l3,5
i06,e09,c5,p04,l2,11615
i46,e01,c1,p35,l3,29
i14,e08,c5,p15,l3,33
i06,e12,c5,p18,l3,17
i38,e08,c1,p07,l2,11623
i17,e08,c5,p31,l3,4
i06,e04,c5,p17,l1,11641
i38,e04,c1,p08,l1,11614
i38,e10,c4,p35,l2,11617
i15,e01,c6,p35,l3,11616
i14,e04,c5,p17,l3,1
i38,e08,c1,p02,l2,11622
i38,e01,c1,p19,l3,12
i38,e07,c1,p09,l2,11616
i06,e10,c5,p06,l1,11616
i42,e05,c5,p17,l3,2
i06,e10,c5,p14,l1,11615
i13,e08,c5,p01,l3,2
i06,e11,c3,p35,l2,11614
i46,e04,c1,p20,l3,1
i06,e10,c5,p10,l3,14939
i38,e10,c1,p19,l4,851
i38,e06,c1,p16,l3,77
i38,e10,c4,p03,l3,40
i38,e11,c1,p15,l2,11629
i06,e11,c5,p23,l2,11629
i38,e08,c1,p21,l2,11632
i06,e04,c5,p07,l1,11630
i47,e09,c1,p35,l3,72
i07,e12,c5,p10,l3,8
i38,e06,c1,p33,l3,29
i06,e12,c5,p32,l3,8
i38,e10,c1,p32,l2,11615
i06,e11,c5,p20,l2,11626
i06,e12,c5,p02,l3,11619
i34,e04,c5,p12,l3,2
i44,e08,c3,p10,l3,19
i38,e08,c1,p29,l2,11623
i14,e08,c5,p08,l3,7
i06,e11,c5,p08,l2,11616
i07,e12,c5,p15,l3,2
i13,e04,c5,p10,l3,4
i06,e10,c5,p21,l1,11628
i38,e10,c1,p11,l2,11618
i06,e10,c5,p28,l1,11616
i38,e10,c4,unknown,l1,11614
i06,e01,c5,p01,l3,5
i38,e09,c1,p35,l2,11616
i38,e01,c1,p24,l3,2
i38,e11,c1,p06,l2,11615
i06,e10,c5,p30,l4,3
i29,e09,c5,p35,l3,1
i14,e05,c5,p10,l3,1
i43,e01,c1,p12,l3,1
i46,e08,c4,p01,l3,1
i16,e04,c5,p05,l3,1
i01,e04,c1,p01,l3,2
i20,e02,c5,p10,l3,11614
i06,e10,c5,p19,l3,13537
i38,e10,c1,unknown,l4,20
i06,e10,c5,p02,l4,11684
i38,e01,c1,p10,l3,14
i05,e12,c1,p11,l3,11
i06,e04,c5,p14,l1,11628
i38,e08,c1,p25,l2,11636
i06,e08,c5,p09,l2,11711
i38,e08,c4,p15,l2,11632
i06,e08,c5,p24,l2,11722
i46,e08,c1,p29,l3,12
i38,e08,c1,p03,l2,11627
i38,e11,c1,p29,l2,11628
i23,e03,c5,p10,l3,3
i17,e01,c5,p07,l3,1
i17,e04,c5,p07,l3,4
i07,e04,c5,p35,l3,4
i16,e04,c5,p11,l3,6
i14,e08,c5,p29,l3,4
i06,e09,c5,p29,l2,11624
i23,e03,c5,p07,l3,3
i34,e08,c5,p10,l3,3
i06,e04,c5,p12,l1,11619
i05,e07,c1,p09,l3,1
i06,e10,c5,p25,l1,11616
i38,e01,c1,p11,l3,3
i06,e02,c5,p11,l1,23227
i06,e10,c5,p21,l3,4266
i06,e10,c5,p04,l3,2083
i38,e10,c1,p01,l3,1923
i06,e10,c5,p08,l4,113
i38,e06,c1,unknown,l3,1
i38,e07,c1,p05,l2,11640
i06,e12,c5,p05,l3,60
i04,e05,c3,p10,l3,8
i06,e08,c5,p23,l2,11818
i06,e10,c5,p24,l1,11621
i06,e04,c5,p03,l1,11629
i16,e08,c5,p02,l3,11623
i15,e04,c2,p35,l3,20
i14,e12,c5,p19,l3,2
i06,e11,c5,p16,l2,11691
i16,e08,c5,p19,l3,30
i06,e10,c5,p10,l1,11624
i06,e01,c5,p09,l3,3
i12,e08,c5,p20,l3,1
i05,e07,c1,p35,l3,7
i03,e10,c5,p10,l3,2
i06,e01,c5,p11,l3,13
i06,e09,c5,p35,l2,11638
i38,e11,c1,p28,l2,11615
i06,e07,c5,p12,l2,11629
i14,e12,c5,p11,l3,1
i38,e10,c1,unknown,l3,4
i17,e08,c5,p18,l3,15
i17,e09,c5,p32,l3,1
i34,e08,c5,p24,l3,3
i17,e11,c5,p17,l3,1
i38,e07,c1,p16,l2,11614
i30,e04,c1,p29,l3,2
i34,e03,c5,p01,l3,3
i06,e09,c5,p22,l2,11615
i46,e09,c4,unknown,l3,1
i38,e12,c1,p09,l3,1
i17,e04,c5,p05,l3,2
i38,e10,c1,p08,l4,57
i06,e10,c5,p19,l4,1123
i06,e08,c5,p25,l2,11634
i15,e04,c6,p35,l3,11618
i06,e01,c5,p10,l3,37
i06,e10,c5,p26,l4,19
i38,e08,c1,p05,l2,11637
i02,e01,c1,p05,l3,10
i38,e07,c1,p21,l2,11639
i06,e08,c5,p18,l2,11880
i17,e11,c5,p01,l3,6
i06,e04,c5,p15,l1,11662
i06,e12,c5,p35,l3,24
i06,e04,c3,p11,l1,11615
i02,e08,c1,p29,l3,37
i06,e11,c5,p28,l2,11630
i06,e12,c5,p29,l3,79
i34,e04,c5,p24,l3,1
i38,e11,c4,p03,l2,11614
i38,e10,c1,p04,l2,11614
i20,e05,c5,p17,l3,2
i46,e01,c1,p10,l3,3
i06,e02,c5,p04,l1,23227
i38,e11,c4,p13,l2,11614
i21,e05,c1,p19,l3,1
i88,e11,c1,p35,l3,1
i38,e09,c1,p29,l2,11615
i30,e09,c1,p10,l3,1
i06,e02,c5,p29,l1,23228
i42,e05,c5,p20,l3,1
i02,e04,c1,p14,l3,1
i38,e10,c1,p12,l3,1187
i06,e10,c5,p22,l4,188
i06,e10,c3,p06,l3,135
i06,e10,c5,p20,l4,83
i06,e11,c5,p06,l2,11739
i38,e06,c1,p05,l3,97
i06,e08,c5,p13,l2,12193
i38,e09,c1,p16,l2,11627
i38,e10,c4,unknown,l4,12
i02,e09,c1,p19,l3,41
i38,e11,c1,p12,l2,11631
i38,e10,c4,p13,l3,58
i38,e07,c1,p10,l2,11658
i14,e08,c5,p22,l3,41
i16,e08,c5,p03,l3,14
i02,e08,c1,p13,l3,14
i06,e04,c5,p13,l1,11619
i38,e10,c1,p25,l4,58
i02,e08,c4,p35,l3,8
i25,e10,c5,p02,l4,11617
i06,e08,c5,p32,l2,11653
i38,e12,c1,p10,l3,2
i14,e08,c5,p10,l3,15
i17,e08,c5,p22,l3,3
i14,e08,c5,p28,l3,3
i39,e04,c5,p02,l3,11615
i06,e10,c5,p35,l1,11616
i38,e01,c1,p02,l3,11614
i23,e03,c5,p09,l3,1
i17,e09,c5,p26,l3,1
i17,e04,c5,p22,l3,2
i38,e11,c4,p18,l2,11614
i06,e01,c5,p20,l3,1
i02,e01,c1,p23,l3,1
i02,e04,c1,p09,l3,1
i38,e10,c1,p07,l3,1819
i38,e10,c1,p14,l4,157
i06,e07,c5,p28,l2,11615
i38,e10,c1,p35,l3,431
i06,e08,c5,p11,l2,12009
i38,e06,c1,p17,l3,81
i38,e10,c4,p07,l3,22
i06,e11,c5,p21,l2,11719
i06,e11,c5,p18,l2,11692
i38,e01,c1,p16,l3,8
i14,e04,c5,p19,l3,6
i14,e08,c5,p18,l3,6
i06,e07,c5,p02,l2,11619
i38,e07,c4,p19,l2,11617
i02,e08,c4,p09,l3,4
i38,e08,c1,p14,l2,11651
i46,e08,c1,p01,l3,9
i07,e12,c5,p17,l3,3
i12,e08,c5,p17,l3,13
i06,e10,c3,p16,l3,10
i03,e09,c5,p15,l3,2
i38,e11,c4,p11,l2,11614
i34,e08,c5,p13,l3,2
i06,e10,c5,p24,l2,11615
i02,e01,c1,p35,l3,5
i38,e06,c1,unknown,l3,1
i05,e08,c1,p11,l3,2
i38,e10,c1,p03,l1,11616
i06,e01,c5,p02,l3,11615
i06,e09,c5,p03,l2,11616
i38,e10,c1,p05,l2,11614
i02,e08,c4,p18,l3,2
i34,e08,c5,p01,l3,1
i17,e08,c5,p21,l3,1
i17,e08,c5,p12,l3,1
i02,e08,c1,p18,l3,23
i38,e06,c1,p29,l3,64
i38,e07,c1,p08,l2,11654
i38,e06,c1,p09,l3,28
i34,e08,c5,p11,l3,2
i06,e08,c5,p21,l2,12197
i06,e12,c5,p17,l3,20
i05,e06,c1,p19,l3,3
i06,e12,c5,p22,l3,32
i06,e04,c5,p05,l1,11624
i30,e04,c1,p18,l3,4
i06,e09,c5,p09,l2,11616
i06,e04,c5,p35,l1,11641
i38,e04,c1,p32,l1,11632
i12,e04,c5,p01,l3,1
i34,e09,c5,p16,l3,1
i34,e08,c5,p35,l3,2
i17,e04,c5,p29,l3,4
i06,e10,c3,p01,l3,4
i34,e08,c5,p05,l3,2
i17,e11,c5,p07,l3,1
i02,e04,c1,p28,l3,1
i46,e06,c1,p35,l3,3
i17,e09,c5,p18,l3,1
i17,e11,c5,p22,l3,2
i06,e09,c5,p08,l2,11614
i38,e10,c1,p06,l3,113
i46,e04,c1,p19,l3,5
i38,e10,c1,p02,l4,11773
i06,e08,c5,p15,l2,12147
i06,e07,c5,p05,l2,11781
i38,e10,c1,p17,l4,221
i05,e07,c1,p02,l3,11620
i06,e04,c5,p29,l1,11661
i17,e01,c5,p19,l3,2
i17,e08,c5,p11,l3,8
i38,e10,c1,p15,l4,253
i06,e10,c3,p28,l3,4
i38,e11,c1,p35,l2,11623
i14,e08,c5,p02,l3,11620
i06,e04,c5,p20,l1,11621
i38,e01,c1,p03,l3,9
i23,e04,c5,p07,l3,1
i34,e08,c5,p06,l3,2
i06,e07,c5,p11,l2,11616
i17,e08,c5,p19,l3,1
i05,e09,c1,p35,l3,1
i31,e05,c1,p35,l3,1
i38,e04,c1,p01,l1,11615
i13,e03,c5,p10,l3,1
i46,e08,c4,p32,l3,2
i06,e08,c3,p11,l2,11614
i38,e10,c4,p04,l4,1
i06,e01,c5,p06,l3,1
i02,e08,c1,p10,l3,70
i06,e08,c5,p29,l2,11940
i02,e04,c1,p15,l3,41
i05,e12,c1,p10,l3,9
i38,e10,c4,p04,l3,31
i06,e08,c5,p17,l2,12113
i02,e08,c1,p22,l3,75
i06,e10,c5,p16,l1,11621
i38,e01,c1,p15,l3,5
i38,e06,c4,p11,l3,10
i14,e08,c5,p24,l3,37
i17,e08,c5,p10,l3,46
i13,e08,c5,p10,l3,11
i38,e11,c4,p15,l2,11615
i38,e10,c1,p07,l1,11614
i06,e08,c3,p01,l2,11618
i02,e04,c1,p13,l3,7
i02,e04,c1,p01,l3,4
i06,e09,c5,p07,l2,11615
i02,e01,c1,p01,l3,1
i05,e04,c1,p11,l3,1
i12,e08,c5,p13,l3,12
i38,e11,c1,p25,l2,11616
i34,e08,c5,p07,l3,2
i12,e09,c5,p19,l3,1
i06,e01,c5,p18,l3,4
i16,e04,c5,p29,l3,1
i14,e11,c5,p15,l3,1
i06,e10,c5,p11,l2,11615
i17,e04,c5,p04,l3,1
i06,e10,c5,p18,l3,2605
i06,e04,c5,p11,l1,11642
i38,e10,c1,p14,l3,788
i38,e10,c1,p22,l3,103
i02,e09,c1,p21,l3,9
i38,e08,c1,p01,l2,11670
i02,e01,c1,p10,l3,40
i06,e12,c5,p24,l3,22
i17,e04,c5,p10,l3,51
i06,e12,c5,p31,l3,3
i06,e01,c5,p05,l3,11
i34,e08,c5,p03,l3,2
i02,e08,c1,p07,l3,51
i02,e08,c1,p03,l3,45
i38,e11,c1,p02,l2,11634
i38,e10,c1,p20,l3,119
i02,e09,c1,p17,l3,7
i38,e10,c1,p28,l3,127
i38,e10,c1,p12,l2,11630
i06,e11,c5,p09,l2,11660
i17,e08,c5,p05,l3,4
i38,e07,c1,p11,l2,11622
i06,e12,c5,p28,l3,17
i17,e04,c5,p31,l3,4
i06,e10,c5,p22,l1,11615
i02,e01,c1,p15,l3,18
i06,e09,c5,p21,l2,11618
i38,e11,c4,p19,l2,11615
i02,e01,c1,p28,l3,7
i14,e12,c5,p01,l3,1
i05,e08,c1,p22,l3,1
i38,e10,c1,p17,l1,11616
i02,e09,c1,p03,l3,5
i38,e12,c1,p01,l3,2
i38,e10,c1,p09,l2,11616
i34,e03,c5,p10,l3,7
i02,e04,c1,p29,l3,1
i03,e04,c5,p11,l3,1
i14,e12,c5,p21,l3,1
i22,e05,c5,p35,l3,1
i05,e01,c1,p19,l3,1
i06,e09,c5,p02,l2,11614
i06,e08,c5,p10,l2,12617
i06,e04,c5,p28,l1,11631
i06,e10,c5,p12,l4,238
i06,e10,c5,p06,l4,160
i06,e10,c5,p35,l4,286
i38,e10,c1,unknown,l3,6
i38,e10,c4,p15,l4,19
i06,e10,c5,p35,l2,11634
i06,e10,c3,p15,l3,187
i38,e10,c1,p31,l3,239
i38,e04,c1,p13,l1,11701
i06,e04,c5,p16,l1,11654
i38,e11,c1,p23,l2,11623
i06,e10,c3,p05,l3,2
i06,e04,c5,p24,l1,11625
i38,e10,c1,p24,l2,11620
i05,e01,c1,p15,l3,1
i17,e04,c5,p25,l3,1
i12,e04,c5,p18,l3,8
i38,e10,c4,p16,l4,7
i05,e07,c1,p21,l3,5
i06,e01,c5,p07,l3,5
i17,e04,c5,p19,l3,6
i38,e12,c1,p08,l3,1
i05,e12,c1,p04,l3,2
i39,e04,c5,p14,l3,2
i29,e01,c5,p35,l3,1
i07,e12,c5,p01,l3,1
i34,e03,c5,p35,l3,1
i09,e09,c5,p08,l3,1
i49,e06,c1,p01,l3,1
i06,e10,c5,p12,l3,4110
i06,e10,c5,p29,l3,3421
i06,e10,c5,p32,l3,830
i38,e09,c1,p13,l2,11668
i02,e01,c1,p04,l3,5
i38,e01,c1,p25,l3,4
i38,e10,c1,p09,l3,200
i06,e09,c5,p28,l2,11623
i06,e08,c5,p02,l2,11727
i14,e08,c5,p12,l3,49
i17,e04,c5,p01,l3,41
i38,e08,c1,p26,l2,11645
i38,e06,c4,p10,l3,40
i38,e06,c4,p03,l3,29
i38,e10,c1,p10,l1,11626
i38,e08,c1,p23,l2,11655
i06,e10,c5,p22,l2,11619
i02,e08,c1,p01,l3,5
i38,e11,c4,unknown,l2,11614
i30,e04,c1,p19,l3,4
i30,e09,c1,p21,l3,3
i23,e01,c5,p05,l3,1
i39,e04,c5,p17,l3,2
i02,e01,c4,p09,l3,1
i06,e08,c5,p26,l2,11635
i14,e12,c5,p10,l3,254
i38,e08,c1,p11,l2,11631
i38,e06,c1,p32,l3,60
i38,e08,c1,p10,l2,11881
i05,e12,c1,p35,l3,39
i06,e01,c5,p29,l3,4
i06,e11,c5,p13,l2,11686
i02,e08,c1,p12,l3,64
i06,e01,c5,p35,l3,24
i06,e10,c5,p09,l1,11618
i47,e01,c1,p35,l3,80
i38,e10,c1,p19,l2,11627
i46,e08,c1,p11,l3,3
i38,e11,c1,p17,l2,11636
i02,e04,c1,p10,l3,19
i38,e11,c1,p21,l2,11634
i06,e10,c5,p03,l1,11620
i38,e01,c1,p01,l3,16
i88,e04,c1,p35,l3,1
i06,e09,c5,p32,l2,11616
i14,e08,c5,p06,l3,6
i38,e10,c1,p16,l1,11616
i06,e10,c5,p01,l2,11619
i06,e10,c5,p23,l2,11618
i14,e04,c5,p18,l3,7
i16,e08,c5,p07,l3,6
i05,e12,c1,p14,l3,5
i17,e08,c5,p02,l3,11615
i01,e11,c1,p35,l3,2
i06,e11,c3,p01,l2,11617
i38,e04,c4,p19,l1,11614
i39,e04,c5,p10,l3,3
i14,e04,c5,p31,l3,2
i05,e03,c1,p11,l3,1
i06,e12,c5,p26,l3,3
i06,e08,c3,p07,l2,11615
i06,e12,c3,p10,l3,2
i38,e11,c1,p18,l2,11626
i12,e08,c5,p19,l3,51
i38,e10,c4,p19,l4,18
i06,e10,c5,p06,l2,11622
i13,e08,c5,p17,l3,40
i14,e08,c5,p05,l3,12
i06,e10,c3,p15,l4,18
i06,e09,c5,p11,l2,11618
i14,e01,c5,p24,l3,1
i38,e09,c1,p17,l2,11617
i38,e09,c1,p12,l2,11615
i38,e10,c4,p12,l3,14
i17,e01,c5,p14,l3,1
i12,e08,c5,p01,l3,5
i06,e04,c5,p22,l1,11626
i34,e08,c5,p04,l3,4
i06,e07,c5,p13,l2,11622
i14,e08,c3,p10,l3,2
i38,e12,c1,p24,l3,5
i38,e08,c4,p10,l2,11621
i02,e04,c1,p18,l3,2
i34,e03,c5,p02,l3,11614
i38,e11,c4,p09,l2,11614
i07,e08,c5,p35,l3,1
i12,e08,c5,p21,l3,4
i17,e09,c5,p19,l3,1
i38,e07,c1,p32,l2,11614
i02,e08,c4,p16,l3,1
i38,e10,c1,p15,l3,1235
i38,e10,c1,p11,l4,334
i38,e10,c1,p04,l3,373
i38,e06,c1,p26,l3,28
i06,e08,c5,p20,l2,11992
i34,e04,c5,p35,l3,3
i06,e08,c5,p16,l2,12368
i06,e07,c5,p35,l2,11618
i38,e05,c1,p12,l1,11614
i30,e09,c1,p11,l3,1
i12,e04,c5,p29,l3,3
i06,e04,c5,p08,l1,11614
i13,e08,c5,p31,l3,5
i06,e04,c5,p06,l1,11619
i19,e12,c5,p35,l3,1
i20,e01,c5,p10,l3,1
i06,e02,c5,p05,l1,23227
i02,e09,c1,p22,l3,1
i17,e04,c5,p15,l3,12
i46,e08,c4,p07,l3,3
i12,e04,c5,p10,l3,2
i14,e11,c5,p19,l3,1
i05,e12,c1,p19,l3,1
i30,e01,c1,p11,l3,1
i38,e09,c1,p02,l2,11614
i38,e07,c1,p04,l2,11614
i38,e04,c1,p18,l1,11614
i21,e05,c1,p10,l3,1
i38,e10,c1,p19,l3,6171
i06,e11,c5,p19,l2,11867
i06,e10,c5,p01,l4,430
i38,e10,c1,p17,l3,1634
i06,e09,c5,p19,l2,11651
i06,e10,c5,p11,l4,330
i38,e01,c1,p35,l3,5
i46,e09,c1,p19,l3,11
i14,e08,c5,p17,l3,3
i06,e01,c5,p15,l3,31
i47,e09,c4,p35,l3,3
i12,e04,c5,p16,l3,2
i06,e01,c5,p13,l3,7
i38,e01,c1,p12,l3,1
i34,e03,c5,p18,l3,2
i02,e11,c1,p19,l3,1
i34,e03,c5,p32,l3,1
i46,e11,c1,p35,l3,1636
i38,e10,c1,p13,l2,11746
i38,e10,c1,p02,l3,12174
i38,e09,c1,p01,l2,11649
i06,e10,c3,p19,l3,34
i46,e11,c1,p19,l3,82
i02,e08,c1,p35,l3,21
i38,e10,c1,unknown,l4,9
i38,e06,c1,p08,l3,30
i42,e05,c5,p19,l3,1
i06,e04,c5,p01,l1,11624
i38,e10,c4,unknown,l3,13
i02,e11,c1,p11,l3,5
i16,e04,c5,p19,l3,12
i06,e10,c5,p07,l1,11627
i05,e09,c1,p10,l3,18
i38,e10,c1,p06,l2,11615
i46,e01,c4,p01,l3,2
i17,e04,c5,p03,l3,6
i06,e01,c5,p14,l3,6
i06,e01,c5,p12,l3,3
i17,e04,c5,p14,l3,1
i46,e06,c1,p01,l3,1
i38,e01,c1,p23,l3,1
i05,e03,c1,p35,l3,2
i12,e09,c5,p10,l3,1
i38,e10,c4,p03,l2,11614
i34,e04,c5,p13,l3,1
i17,e01,c5,p05,l3,1
i02,e01,c1,p07,l3,1
i03,e04,c5,p10,l3,2
i38,e10,c4,p18,l4,2
i06,e12,c5,p10,l3,139
i06,e09,c5,p17,l2,11619
i06,e08,c5,p03,l2,11982
i06,e08,c5,p01,l2,12168
i38,e08,c1,p04,l2,11620
i02,e08,c1,p15,l3,66
i17,e04,c5,p35,l3,17
i06,e10,c3,p19,l4,3
i38,e01,c1,p17,l3,5
i38,e06,c1,p23,l3,17
i38,e10,c1,p09,l4,55
i38,e06,c1,p35,l3,32
i38,e10,c1,p20,l2,11616
i06,e10,c5,p17,l2,11647
i38,e10,c1,p21,l1,11619
i16,e08,c5,p05,l3,10
i06,e09,c5,p16,l2,11626
i06,e10,c5,p05,l1,11621
i38,e04,c1,p33,l1,11614
i36,e08,c5,p35,l3,1
i46,e11,c4,p35,l3,12
i36,e08,c3,p35,l3,3
i38,e11,c4,p10,l2,11615
i05,e07,c1,p10,l3,3
i34,e08,c5,p18,l3,1
i06,e10,c5,p18,l1,11620
i46,e01,c1,p19,l3,1
i41,e09,c1,p29,l3,1
i34,e04,c5,p07,l3,2
i13,e08,c5,p19,l3,2
i02,e08,c1,p28,l3,2
i38,e04,c1,p16,l1,11614
i06,e04,c5,p18,l1,11662
i38,e10,c1,p13,l3,1506
i38,e10,c1,p05,l3,1257
i38,e10,c1,p12,l4,186
i06,e10,c5,p24,l4,205
i38,e10,c1,p35,l4,120
i38,e10,c4,p09,l4,13
i38,e06,c1,p14,l3,43
i38,e10,c1,p29,l2,11636
i38,e10,c1,p01,l2,11632
i38,e11,c1,p05,l2,11624
i06,e12,c5,p23,l3,63
i42,e05,c5,p16,l3,2
i17,e08,c5,p17,l3,8
i17,e08,c5,p15,l3,10
i02,e04,c1,p03,l3,6
i34,e01,c5,p35,l3,4
i46,e11,c4,p15,l3,2
i17,e04,c5,p13,l3,1
i17,e11,c5,p05,l3,1
i46,e08,c1,p10,l3,2
i06,e12,c5,p14,l3,40
i14,e11,c5,p35,l3,1
i14,e08,c5,p32,l3,4
i05,e06,c1,p35,l3,4
i39,e04,c5,p01,l3,3
i34,e03,c5,p21,l3,2
i02,e09,c1,p04,l3,5
i34,e01,c5,p11,l3,1
i38,e08,c1,p28,l2,11614
i38,e05,c1,p35,l1,11614
i34,e03,c5,p08,l3,1
i38,e09,c1,p24,l2,11614
i13,e11,c5,p10,l3,1
i38,e10,c1,p10,l3,7206
i06,e08,c5,p35,l2,12032
i02,e09,c1,p10,l3,40
i38,e06,c4,p15,l3,28
i06,e10,c5,p31,l4,26
i06,e01,c5,p28,l3,11
i02,e09,c1,p12,l3,21
i38,e08,c1,p13,l2,11637
i38,e11,c1,p04,l2,11623
i17,e08,c5,p01,l3,41
i39,e04,c5,p24,l3,2
i38,e10,c1,p01,l1,11627
i06,e10,c5,p17,l1,11620
i06,e10,c3,p35,l3,6
i05,e01,c1,p10,l3,13
i38,e06,c1,p02,l3,11675
i02,e09,c1,p14,l3,3
i41,e09,c1,p07,l3,4
i38,e10,c4,p09,l3,4
i06,e07,c3,p15,l2,11622
i14,e08,c5,p16,l3,11
i46,e11,c1,p21,l3,42
i02,e04,c1,p16,l3,6
i17,e04,c5,p16,l3,4
i48,e11,c1,p22,l3,3
i38,e09,c1,p15,l2,11616
i16,e08,c5,p16,l3,3
i14,e12,c5,p23,l3,1
i14,e05,c5,p21,l3,1
i34,e08,c5,p29,l3,2
i43,e01,c1,p07,l3,1
i17,e04,c5,p21,l3,2
i06,e08,c5,p06,l2,11906
i06,e08,c5,p31,l2,11641
i38,e11,c1,p16,l2,11640
i06,e10,c5,p05,l3,4814
i06,e10,c5,p15,l4,404
i38,e10,c1,p03,l3,916
i46,e09,c4,p35,l3,19
i06,e11,c5,p02,l2,11742
i38,e11,c1,p01,l2,11655
i14,e04,c5,p21,l3,10
i06,e07,c5,p03,l2,11650
i34,e03,c5,p04,l3,1
i06,e12,c5,p07,l3,32
i38,e10,c1,p04,l1,11618
i14,e12,c5,p05,l3,2
i34,e03,c5,p15,l3,4
i06,e07,c5,p01,l2,11732
i13,e11,c5,p03,l3,12
i06,e09,c5,p13,l2,11615
i20,e08,c5,p21,l3,1
i12,e08,c5,p05,l3,1
i12,e01,c5,p35,l3,1
i39,e04,c5,p25,l3,1
i17,e01,c5,p17,l3,1
i12,e04,c5,p20,l3,1
i06,e10,c5,p03,l4,440
i06,e10,c5,p23,l3,1497
i06,e10,c5,p06,l3,2572
i06,e10,c5,p16,l3,4407
i06,e11,c5,p10,l2,11880
i02,e01,c1,p12,l3,17
i12,e09,c5,p13,l3,1
i06,e08,c5,p05,l2,12428
i06,e08,c3,p35,l2,11631
i38,e10,c1,p21,l4,217
i02,e01,c1,p09,l3,4
i06,e04,c5,p02,l1,23244
i02,e08,c1,p11,l3,68
i46,e04,c4,p35,l3,14
i38,e10,c1,p07,l2,11633
i06,e09,c5,p14,l2,11615
i17,e04,c5,p17,l3,9
i29,e04,c5,p19,l3,1
i38,e11,c1,p22,l2,11616
i38,e10,c1,p17,l2,11615
i03,e08,c5,p11,l3,7
i21,e03,c1,p02,l3,11614
i16,e08,c5,p12,l3,10
i21,e03,c1,p13,l3,1
i05,e06,c1,p13,l3,1
i39,e04,c5,p22,l3,2
i02,e04,c4,p28,l3,1
i30,e04,c1,p10,l3,1
i38,e11,c1,unknown,l2,11614
i05,e06,c1,p11,l3,2
i38,e11,c1,p26,l2,11614
i38,e01,c1,p07,l3,2
i26,e08,c1,p35,l3,1
i06,e10,c5,p01,l3,3489
i21,e12,c1,p19,l3,14
i38,e10,c1,p07,l4,264
i06,e10,c5,p14,l2,11632
i38,e10,c1,p10,l2,11903
i06,e10,c5,p13,l4,251
i38,e10,c1,p32,l3,341
i02,e09,c1,p15,l3,35
i06,e08,c5,p14,l2,11717
i06,e08,c5,p22,l2,11888
i06,e08,c5,p12,l2,11980
i12,e08,c5,p10,l3,20
i16,e08,c5,p17,l3,9
i06,e10,c3,p14,l3,18
i38,e10,c1,p02,l2,11627
i06,e08,c3,p15,l2,11635
i49,e10,c1,p01,l3,26
i34,e03,c5,p13,l3,10
i38,e11,c1,p08,l2,11619
i38,e10,c1,p33,l3,12
